Height;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
1091;159565700;150822700;164508700;153576700;156679700;160979100;157052100;151932000;161224200;176104700;167853300;157549700;156151100;151570300;154144000;159457200;151468200;149951400;158561700;152484200;155817500;163173800;163673500;153430700;160453000;159713400;154087200;166203600;156636300;151810500;155493600;153317300;155659100;151209100;160589200;153404900;151726300;164043100;156285900;168987800;160279400;153768400;159523400;166658500;156167400;155059500;155158100;153400300;152539300;162140800
1089;155684200;145966300;153974000;157180700;155648400;150415800;161028000;154215700;148675700;167184600;150656200;150025200;161603400;152718900;151616800;150143400;168924400;152238700;150253700;166183900;156428600;151244400;161737100;154659600;148640700;159316000;159291500;155724200;156737500;155395800;161228000;160449300;155372000;153589400;155540100;153980000;157826600;150996700;154119400;166981900;155988500;155656600;147929700;155750600;150518600;148560300;148850300;150858300;164726600;151985200
1087;159076200;150630600;145945900;148460000;155372800;149063900;142657200;151870200;147727300;147692400;152504700;148610700;142847500;141050400;147830800;142626100;140915200;145596800;160617400;148586900;147261600;153169100;145166400;144645200;145662400;153603500;143518000;142535700;151574900;145266000;141089000;144512600;149590200;142675500;141758300;151285900;150027000;153342400;158520700;154965800;149226200;153490900;145923300;148047000;143860000;155078100;151298900;144344700;149655700;141878600
1085;162850000;167440800;157675700;165378100;161746100;158518600;160911400;158861700;160069500;154717800;169396200;162492200;160077000;161978900;165565900;159656200;155389200;157963600;158476700;168183400;174362900;158570000;154706200;171893600;160484600;154393300;162935200;159071800;156511200;164082300;156049100;156001200;159683400;169682100;160395400;168571100;162778700;158687800;160905400;162297300;152991000;152709400;157557200;153761800;150971600;165132300;157506600;164557200;164060400;164316600
1083;160788500;165092200;158294800;152849800;157178200;152363500;158749800;155713000;151964700;156834300;154560900;155977200;155876600;161835200;165235200;161081200;158271200;163512700;155955600;158902700;162477300;152467100;157506900;158295600;153125300;151953500;161233700;153091000;159353300;160630800;172037700;156628500;155004400;160431500;155732800;151717400;158892200;152880800;152514700;162079800;154386900;151766500;158843800;157261600;155088900;162902400;167034200;156287600;161801400;162982000
1081;166253400;164876700;154212700;159406600;157542500;160016600;158665700;153096600;167431000;161971600;166261400;164280000;165251400;155544800;165555300;154862900;157990400;158424400;151101500;163656100;155942300;156941900;166927800;161965600;158910700;152977900;163641200;185933500;158787500;163883700;153737600;153218300;157494400;153785300;152843900;152151600;159529900;152098800;155268100;164188400;168613800;163337300;175861800;153381600;153885800;166677100;154348400;155378500;155302400;158054900
1079;160884000;153984600;154622700;152328500;152192800;155834300;155698300;160636600;169931200;159992100;151021800;155719000;159718600;151784800;157601900;149954100;162771300;154891200;150288400;156680000;159014300;154079200;155990800;158332900;162617000;155746300;157891000;161691900;156079500;158591300;155096000;148690000;155738000;166359100;153928300;154993400;159706300;152256000;154789600;164002800;163131600;154498200;152765100;163512000;156091100;152574300;161565700;153368000;159635800;166934300
1077;158126200;151798200;152620700;158521900;154471700;160413700;162841500;151018100;157808000;155496400;155138100;150957300;154053700;153453600;153477700;160005600;160098000;157078500;154774200;156564400;154268900;157727300;154487900;156170000;148395700;153170300;151470000;151063600;155716000;150829500;158900800;153203900;149095000;153458400;168417700;156585100;158474300;168741000;151026900;150502200;161513100;159191800;149993200;151647700;155482900;150013300;152817400;156795300;149241400;147400600
1075;100213100;93394300;93470600;96342000;101682700;94317600;110386500;94599000;92608500;94509100;98450700;110860000;96712300;90674400;90755400;90845000;95389200;99276900;93607700;90310300;92067000;92108300;97410400;97089900;91328500;90630000;89653000;103770200;93178900;94578300;97121000;101858300;102436900;98511000;99181700;92176000;92430800;102712000;102354600;101176700;97380400;101609500;103538000;93628300;98977300;105108000;95435900;101544600;102037700;96379300
1073;166155000;155550200;155024700;169756000;158240900;153879400;158075900;158885800;157748500;153404900;157043700;162071700;156734300;161041500;161906800;153743900;156604900;167976900;162252400;154753500;181563400;163250800;153543200;163392900;152617500;154020600;152701600;149381800;151770100;154101000;167571800;161649900;160044100;168243000;153095500;150350500;176699200;162022100;153090600;156856500;154720800;151017100;155711600;156348400;153790600;152693600;152029900;153219300;154125700;163457400
1071;167825200;154787900;154024000;155989900;146490900;153652700;146917600;154159400;150856300;147679700;150598900;151160700;151690100;154110500;154592000;160800400;151447300;156678400;156248000;147842800;154898500;156228300;146063200;146131400;149349100;157388600;147318300;148316100;154901900;146196800;151064800;165784500;158247000;153160400;156770100;156042100;150443500;148905500;164215000;158387500;151413100;167840500;149762800;155993400;160692300;159656000;153103400;159878100;159866800;148466300
1069;73484900;75321900;64111200;65192200;67185500;66562700;63197400;64852400;73268000;71435600;65880600;68273900;73554200;64117200;62020200;63063300;73409600;65938500;64098500;74285500;70720200;65217400;65819000;69433700;66761400;66970100;65047300;69334700;65777200;65067700;63131800;74919200;68620900;67231600;66417300;76089600;66697200;66320600;69944000;64398500;63540400;64958800;66111400;74633000;63112200;67537900;64556300;62416900;62729700;62247200
1067;156834700;150254700;145544000;145506000;161545200;156115700;158126500;155628200;157410200;152317500;154805300;166404400;147308000;145974000;152422800;146443300;145711000;148309700;148451700;145355200;145541100;158239300;155638800;160634400;166221200;151674400;152901300;156980100;156527100;145516200;148809800;156247300;148221600;147765900;152844300;151805300;147193100;151782900;151101100;155534600;163516200;153481500;155934400;150293700;151685200;158157300;148015900;152301500;145579200;151627000
1065;133913200;115712000;115033700;121789900;126005100;113366400;118387500;128648400;129642600;121880600;119837800;121891000;121372600;122170300;115862800;113147000;121227700;129751400;119497300;122031400;124675200;126386800;118416000;116082200;119211000;124743300;126477800;120891600;119493200;132833800;117106400;118271800;120334400;126694900;122906600;120796200;120286000;121841800;117517600;116675100;119281000;123761100;131791300;118648800;125227600;119887600;125043600;116096100;115806400;116925000
1063;117869600;127334100;105072900;101497900;109475400;103673100;102174600;100848700;100496300;109618700;103392200;104655900;101724700;105984800;106345800;109668600;103871500;103216600;127070700;102027900;109149000;109799600;106479500;111437100;102661800;109218700;102307300;104789600;107704700;101382700;105966400;105727500;108664000;101615200;103189700;104757000;104792600;109202600;100699700;99816700;102073200;108729300;115918000;109173000;107206800;113923300;116110900;103482200;101670400;101714600
1061;170641600;148752600;146580600;148087600;152426500;146089100;147133300;152366600;145144300;146010500;159677600;155982200;155567400;149307300;167399200;147320300;146829100;161147900;150117500;151312800;156015700;159472800;148168600;156273200;173016100;165749900;156863700;155303900;155704400;149040200;151742100;156085800;148079000;164104100;150875500;147117100;154076800;150228500;162735500;156080400;153154900;152704100;152536600;159504300;151096000;167190900;158550700;182922600;168481300;174980600
1059;199441500;159369900;143898300;143134000;147822000;156248700;149722400;154812900;155604000;148753500;144945600;157891500;156081200;144287000;145588000;149004800;145823500;143928800;148540800;145105200;143853700;145818600;150135300;148148400;149908300;164584500;149390700;146992700;152819400;158192700;145102100;147514000;153665800;146152300;143886500;149818200;150579000;148675600;150873200;143907200;149438900;154568300;146808800;154383200;146073400;156029900;148426200;154989300;149027000;143476300
1057;148661700;141154000;142993200;138655100;144650700;148024400;138713100;148055800;153764100;149352900;140193500;153509400;144900200;141880900;143685700;158976100;143298600;149890300;159227200;145817100;139022300;141851600;159998100;150122200;142477300;147437900;146439500;147656900;146434600;150832300;139840800;143979400;145810000;144335800;137441300;137611500;160103800;148832700;145923900;152192900;152634100;140784000;151528500;154843900;139391200;138002300;145984700;143487400;138991300;147640200
1055;147815500;147441500;145726900;146273000;144902900;148961100;156505800;146721000;152809300;152646200;144670000;151740800;149023600;149993200;142639300;147854400;146393000;141379300;141316500;150262700;145517300;141475000;145866200;150219000;145955100;153769500;155778700;146160200;145620900;147684200;158035300;142868800;142026200;152096700;143818300;143507500;147182700;150452800;142782400;142003800;164037700;148581600;150438400;150902200;158973700;141726200;146193000;155598500;145814900;149603200
1053;190103000;149200600;142844300;164944500;186238800;160861800;150223000;154049100;153731100;153532600;153518000;155839000;154762200;155239900;156771200;145947000;155067200;156584300;146574100;155673200;145753200;154951200;149920600;155096300;153049500;158993400;148777300;146127500;153153300;152033200;146796200;147880300;150521900;143796000;142164400;152008400;152108500;150270400;149452700;152564900;149757000;143733000;163744600;150389800;146098300;146740200;147552000;149410200;141741500;152050100
1051;149116400;138491900;146198200;148495800;143137900;146527100;169305500;144865600;150663000;148727700;149220700;147746800;153891700;147930000;143182900;142792000;146024100;147986900;140484700;147093800;142104900;151080200;162117300;150040200;159594500;152602600;155228200;155556600;151562400;150860900;141931800;145226600;147912900;144676900;141537100;147832600;147625900;142672900;144379100;156443900;151381300;145283000;150441600;154689100;141603900;144745300;156426300;144637400;149366100;150272400
1049;158233200;148209700;161819400;162147700;151857300;150008100;162816400;154507000;146312700;172794800;146385000;146317900;166097500;152769400;144972000;153532200;163275000;150887100;151348700;160526800;147366100;151822600;164699700;157840500;148868000;152496000;150311700;146646600;150194800;145104800;151126200;145527700;148597400;150134600;154189100;158681700;155530100;164347800;159359300;152061500;150453700;154613100;169851000;187490000;152974500;151231300;144581600;153710300;148017800;144643200
